14791:168,39389,4119,51478,3599,301,17,65,709,559
14793:1308,1948,3070,3139,15728,81,17,65,709,559
14794:2265,101,58,302,1109,654,17,65,709,559
14822:117736,110837,109088,92656,17,302,65,709,559,116
14824:497,42397,827,1410,49682,33449,32713,710,17,65
14862:1511,22280,74014,61430,13512,17,302,65,709,559
14863:302,654,84,58,239,866,17,65,709,559
14864:13030,2403,1827,510,774,17,302,65,709,559
14865:65,302,654,84,1109,239,866,17,709,559
14874:302,58,29,616,3730,17,654,65,709,559
14879:119,559,1951,1190,2268,4967,4249,17,302,65
14881:336,1168,4755,736,226,14147,301,17,65,709
14883:5176,1102,29,58,2162,866,17,65,709,559
14906:33943,105579,108881,122930,81,17,65,709,559,116
14923:7153,17,65,709,559,116,14202,119,8276,18867
14924:120603,30549,111391,105183,1003,224,17,65,709,559
14933:2714,2696,1827,774,4875,840,17,65,709,559
14934:4940,574,2403,1827,774,5480,16188,301,17,65
14960:123344,8,17,62,302,654,65,709,559,116
14964:116,418,1389,58,616,3234,866,17,65,709
14967:564,82677,75617,13739,12223,17,302,65,709,559
14982:1832,224,1245,107295,122913,17,302,65,709,559
14992:3107,4755,83806,121420,6304,224,17,65,709,559
15002:45,96,231,238,7148,8,17,65,709,559
15024:418,4755,4278,28831,1578,17,302,65,709,559
15025:56570,12602,79582,86547,19979,301,17,65,709,559
15027:3389,89847,60905,1187,6491,17,302,65,709,559
15043:4813,17,65,709,559,116,14202,119,8276,18867
15044:616,1119,1424,302,30,17,654,65,709,559
15051:17,65,709,559,116,14202,119,8276,18867,1039
15066:5567,1086,94,508,542,17,302,65,709,559
15068:168,102791,104957,62921,24196,500,17,65,709,559
15073:96005,10994,85081,11109,17,302,65,709,559,116
15076:40690,756,102393,98967,107431,17,302,65,709,559
15079:1389,107162,107833,106343,3837,17,302,65,709,559
15101:17,302,65,709,559,116,14202,119,8276,18867
15104:693,1725,104997,84456,17,302,65,709,559,116
15106:483,66,2403,2714,2696,84,1462,17,302,65
15113:42871,20753,18329,77,17,302,65,709,559,116
15130:8588,17,65,709,559,116,14202,119,8276,18867
15131:17,302,65,709,559,116,14202,119,8276,18867
15135:1962,3514,1951,2268,518,84,301,17,65,709
15166:1913,40496,59899,18872,1677,17,302,65,709,559
15176:3246,17,65,709,559,116,14202,119,8276,18867
15177:3107,361,302,654,2528,698,17,65,709,559
15178:29891,19818,418,2696,1827,3389,17029,866,17,65
15187:2140,102393,82531,80385,50266,17,302,65,709,559
15189:17,302,65,709,559,116,14202,119,8276,18867
15201:875,2162,1187,48,429,17,302,65,709,559
15207:2959,1389,1730,53016,4763,1326,81,17,65,709
15211:2714,2696,1827,774,10232,840,17,65,709,559
15214:3409,116810,122591,52791,64209,8,17,65,709,559
15216:9354,105650,22262,577,745,224,17,65,709,559
15221:28541,97358,69180,68949,21681,17,302,65,709,559
15224:104294,118356,92040,119148,15141,81,17,65,709,559
15253:1086,542,94,61,1089,17,302,65,709,559
15278:32,7814,79681,17943,96,17,302,65,709,559
15280:564,44226,75617,13739,70,17,65,709,559,116
15288:568,84,302,1762,654,226,17,65,709,559
15289:1410,52992,18943,22250,500,17,65,709,559,116
15297:60884,226,17,65,709,559,116,14202,119,8276
15302:650,101583,92532,97253,5876,17,302,65,709,559
15303:3440,10368,122114,122014,17,302,654,65,709,559
15306:866,17,65,709,559,116,14202,119,8276,18867
15308:363,1807,12761,45525,669,17,65,709,559,116
15313:17957,669,17,65,709,559,116,14202,119,8276
15333:58,2030,654,302,28473,17,76,65,709,559
15340:58,17,616,495,13636,76,302,65,709,559
15352:888,827,654,29,58,5922,17,302,65,709
15357:119823,111025,108938,97437,5048,17,65,709,559,116
15366:790,48,189,1187,17,302,65,709,559,116
15375:15,89511,103137,2210,2927,17,302,65,709,559
15378:361,70,1410,116449,32792,698,17,65,709,559
15380:27732,24660,24414,173,81,17,65,709,559,116
15385:654,49217,58,495,84,616,97,76,17,65
15388:1382,138,106013,112888,69219,1790,17,302,65,709
15394:827,2030,285,61,17,302,65,709,559,116
15404:18568,790,2935,112350,123341,17,65,709,559,116
15420:226,138,564,13826,12223,17,302,65,709,559
15421:17,302,65,709,559,116,14202,119,8276,18867
15433:71593,88968,104247,116324,224,17,65,709,559,116
15434:2403,2714,2696,774,12223,17,302,65,709,559
15441:4707,85795,81102,120308,17739,46963,17,302,65,709
15442:827,47594,41920,45231,11772,70,17,65,709,559
