10758:65,4364,83852,82531,756,1606,17,302,709,116
10770:353,116141,47545,112913,8075,947,17,709,116,14202
10779:29,17,302,709,116,14202,8276,18867,1039,3476
10794:616,3234,861,100547,79091,1424,17,302,709,116
10801:69427,116786,114712,114716,2848,17,709,116,14202,8276
10807:18143,2387,86,2140,82340,81765,8,17,709,116
10820:112476,99305,68502,106593,10021,17,302,709,116,14202
10842:669,17,709,116,14202,8276,18867,1039,3476,10930
10843:559,1951,1190,2268,726,8,17,709,116,14202
10844:1730,110652,112057,78053,1888,17,302,709,116,14202
10845:111927,13408,67634,65550,8,17,709,116,14202,8276
10854:14166,19171,62135,102524,500,17,709,116,14202,8276
10858:530,542,61,70,616,654,17,302,709,116
10871:66896,67143,51272,96678,17,302,709,116,14202,8276
10892:6759,68217,32049,49153,1168,17,302,709,116,14202
10905:11717,17,709,116,14202,8276,18867,1039,3476,10930
10908:518,84,1511,1102,30605,262,17,709,116,14202
10913:19442,2714,2696,1827,774,500,17,709,116,14202
10920:1476,22606,189,101,1951,1086,25531,500,17,709
10955:48,1187,2162,1119,17,302,709,116,14202,8276
10956:544,518,84,302,654,239,262,17,709,116
10968:861,616,21934,37999,9197,17,302,709,116,14202
10991:1527,418,3389,827,947,17,709,116,14202,8276
10999:11122,2265,654,29,518,7426,262,17,709,116
11000:4616,14251,54389,93502,95834,8,17,709,116,14202
11022:244,1951,2268,302,654,14750,76,17,709,116
11034:654,29,861,58,24323,17,302,709,116,14202
11037:11626,32759,67162,34794,84866,947,17,709,116,14202
11047:50026,11945,1260,41522,8,17,709,116,14202,8276
11055:2703,17,709,116,14202,8276,18867,1039,3476,10930
11099:97,944,1168,92761,115991,14173,669,17,709,116
11105:952,559,790,2935,1951,654,239,8,17,709
11110:115571,83669,20747,119232,9524,17,302,709,116,14202
11118:669,17,709,116,14202,8276,18867,1039,3476,10930
11132:189,4755,837,115571,8,17,709,116,14202,8276
11134:18867,1382,25827,69198,79649,1131,17,709,116,14202
11135:65,15,616,2583,364,24323,17,302,709,116
11149:302,8,654,1762,32,76,17,709,116,14202
11150:64027,116592,1,81931,500,17,709,116,14202,8276
11193:15393,25434,24881,55405,301,17,709,116,14202,8276
11211:17,302,709,116,14202,8276,18867,1039,3476,10930
11222:37439,80166,75011,38910,8,17,709,116,14202,8276
11228:2714,2696,1827,774,8,17,709,116,14202,8276
11240:17,709,116,14202,8276,18867,1039,3476,10930,3632
11259:669,17,709,116,14202,8276,18867,1039,3476,10930
11264:654,29,58,17,749,76,302,709,116,14202
11273:1389,29,58,84,3234,262,17,709,116,14202
11278:16105,40542,120495,98333,107902,17,302,709,116,14202
11279:113529,52989,100291,32802,301,17,709,116,14202,8276
11280:298,17,709,116,14202,8276,18867,1039,3476,10930
11287:790,1102,8,302,12133,654,17,709,116,14202
11332:9752,8,17,709,116,14202,8276,18867,1039,3476
11360:17,709,116,14202,8276,18867,1039,3476,10930,3632
11363:866,1462,70,654,12491,1539,17,709,116,14202
11378:70,70868,71884,101836,8,17,709,116,14202,8276
11388:901,16804,63461,30923,36303,104378,9538,17,302,709
11394:1352,8919,60742,10505,11330,500,17,709,116,14202
11404:19963,84,616,76,101639,17,302,709,116,14202
11414:84640,59953,10011,14778,18319,17,302,709,116,14202
11418:6024,1527,1352,984,100851,4205,8,17,709,116
11419:1545,302,654,182,84,2447,710,17,709,116
11426:21816,78754,28746,34214,101693,17,302,709,116,14202
11427:81928,49172,32814,98376,3054,81,17,709,116,14202
11428:354,3855,25183,12564,4542,17,302,709,116,14202
11431:285,17,709,116,14202,8276,18867,1039,3476,10930
11437:1902,1389,1730,51011,66033,8,17,709,116,14202
11439:4268,10522,109442,79410,710,17,709,116,14202,8276
11444:518,654,29,58,17,4169,669,302,709,116
11458:6346,483,1196,17800,24893,17,302,709,116,14202
11462:65,944,1168,103937,82400,11670,710,17,709,116
11463:1405,8276,29,866,58,861,9581,262,17,709
11484:34601,1403,4904,61,98357,2848,17,709,116,14202
11507:1527,736,616,84709,12223,17,302,709,116,14202
11510:190,650,1389,654,29,518,6445,262,17,709
11511:2520,116222,18210,104694,100246,8,17,709,116,14202
11525:19963,2361,302,654,58,1476,17,76,709,116
11529:29,301,6759,726,495,1476,1693,17,302,709
11535:19963,2265,302,654,674,45,669,17,709,116
11537:7478,8,17,709,116,14202,8276,18867,1039,3476
11538:3107,29,58,17,4652,669,302,709,116,14202
11540:27250,23410,18283,20,5048,17,709,116,14202,8276
11552:302,654,84,58,239,76,17,709,116,14202
11554:10041,1352,1527,2880,10687,2848,17,709,116,14202
11558:1168,873,55059,30411,3184,8,17,709,116,14202
11569:394,289,29,616,8,691,2848,17,709,116
11584:944,654,861,2030,17,302,709,116,14202,8276
11586:55062,1405,3233,363,302,645,30143,8,17,709
11603:189,837,4755,239,17,302,654,709,116,14202
11606:25271,1389,3017,654,29,262,17,709,116,14202
11614:17,302,709,116,14202,8276,18867,1039,3476,10930
11616:3231,14857,2369,46427,1725,111612,17,302,709,116
11651:62398,11999,16618,120658,1318,17,302,709,116,14202
11657:8,16343,17,16329,952,302,654,709,116,14202
11660:84,58,17,616,5634,76,302,709,116,14202
11670:7029,182,1245,650,108833,8,17,709,116,14202
11676:93502,33943,56933,54389,2301,8,17,709,116,14202
11685:46860,40251,50665,50897,354,500,17,709,116,14202
