19462:2030,245,354,2955,646,718,17,65,709,559
19463:24432,17,65,709,559,116,14202,119,8276,18867
19467:302,654,84,58,76,17,65,709,559,116
19468:709,654,29,58,84,18391,518,17,65,559
19475:2869,16753,118285,25916,34662,17,302,65,709,559
19476:91201,78721,77371,73576,11538,669,17,65,709,559
19482:4174,3017,15,616,364,1587,17,302,65,709
19498:12586,301,17,65,709,559,116,14202,119,8276
19503:3043,17,65,709,559,116,14202,119,8276,18867
19517:101,58,302,654,39891,76,17,65,709,559
19528:14251,60729,95311,6433,17,302,65,709,559,116
19541:109205,84171,76255,25453,669,17,65,709,559,116
19544:101696,93498,79949,39479,17,302,65,709,559,116
19549:2403,1827,774,53277,709,17,302,65,559,116
19554:1102,1352,1389,3017,1057,224,17,65,709,559
19582:226,17,65,709,559,116,14202,119,8276,18867
19583:301,17,65,709,559,116,14202,119,8276,18867
19626:731,302,654,84,301,28926,70,17,65,709
19646:25718,51782,107529,113242,85326,17,302,65,709,559
19680:17642,17,65,709,559,116,14202,119,8276,18867
19682:4755,103,162,22800,6988,17,302,65,709,559
19692:131,4364,102393,756,17,302,65,709,559,116
19705:17,65,709,559,116,14202,119,8276,18867,1039
19707:60729,107520,69749,81253,17,302,65,709,559,116
19757:44226,24831,79573,15133,17,302,65,709,559,116
19759:14081,1086,4268,5480,719,17,302,65,709,559
19763:224,17,65,709,559,116,14202,119,8276,18867
19764:1930,302,289,58,29,17,654,65,709,559
19768:3526,8,17,65,709,559,116,14202,119,8276
19774:123260,108624,110010,100742,1600,17,302,65,709,559
19781:84,654,301,94,1499,17,302,65,709,559
19788:25946,99660,102518,7291,84719,669,17,65,709,559
19814:25024,17,302,65,709,559,116,14202,119,8276
19832:790,2935,59814,96492,76168,17,302,65,709,559
19847:354,4205,302,1086,58,29,17,654,65,709
19852:25098,17,65,709,559,116,14202,119,8276,18867
19881:121706,109605,108885,101255,13597,226,17,65,709,559
19882:785,3389,302,654,84,866,17,65,709,559
19887:1287,17,65,709,559,116,14202,119,8276,18867
19893:654,709,76510,121466,83,99,2560,81,17,65
19950:100566,72313,77171,77962,65633,17,302,65,709,559
19965:1287,117605,19094,3,6,17,302,65,709,559
19983:3003,5287,17,65,709,559,116,14202,119,8276
19985:302,58,29,616,17,654,65,709,559,116
19996:302,654,84,58,239,866,17,65,709,559
20059:970,354,3855,25370,93625,25003,17,302,65,709
20067:113546,17007,24499,173,224,17,65,709,559,116
20073:418,54076,6632,103062,1995,17,302,65,709,559
20074:72538,7464,19,43,17,302,65,709,559,116
20075:116072,25440,28335,17,302,65,709,559,116,14202
20094:109412,103592,26128,59844,301,17,65,709,559,116
20095:518,84,1102,616,17,302,65,709,559,116
20115:669,17,65,709,559,116,14202,119,8276,18867
20116:17321,17,65,709,559,116,14202,119,8276,18867
20120:17,302,65,709,559,116,14202,119,8276,18867
20125:17,65,709,559,116,14202,119,8276,18867,1039
20160:17227,118285,16753,25916,107315,301,17,65,709,559
20161:2403,2714,2696,774,9024,698,17,65,709,559
20166:50860,5984,17545,96748,17,302,65,709,559,116
20183:16110,110532,17516,26988,4308,224,17,65,709,559
20206:16650,32802,51478,114215,2153,301,17,65,709,559
20208:669,17,65,709,559,116,14202,119,8276,18867
20220:285,8105,2714,2696,1827,3107,5753,654,17,65
20233:11008,81,17,65,709,559,116,14202,119,8276
20234:1102,29,58,8,1023,17,302,65,709,559
20257:11310,123344,123343,123342,123341,17,65,709,559,116
20268:866,17,65,709,559,116,14202,119,8276,18867
20294:25913,17,50658,52583,56463,61982,302,65,709,559
20299:568,1920,690,123344,29,61,62,8956,17,302
20304:25922,17,65,709,559,116,14202,119,8276,18867
20305:1527,63807,111971,107333,226,17,65,709,559,116
20316:302,84,654,616,289,224,17,65,709,559
20319:44,224,17,65,709,559,116,14202,119,8276
20322:44,45,87,190,17,302,65,709,559,116
20327:80321,59670,24943,1597,8,17,65,709,559,116
20333:1887,103112,100375,106281,13353,20642,224,17,65,709
20334:736,616,22245,123260,12223,17,302,65,709,559
20360:729,16662,29,361,58,17,76,302,65,709
20378:302,654,84,58,23124,76,17,65,709,559
20379:58597,109652,69089,104460,17,302,65,709,559,116
20380:1102,2162,6450,8,496,17,302,65,709,559
20381:7680,17,65,709,559,116,14202,119,8276,18867
20394:28605,110318,11241,20729,156,224,17,65,709,559
20395:40876,65491,14824,92261,301,17,65,709,559,116
20409:33884,17,65,709,559,116,14202,119,8276,18867
20420:26139,17,65,709,559,116,14202,119,8276,18867
20438:2848,17,65,709,559,116,14202,119,8276,18867
20439:76,17,65,709,559,116,14202,119,8276,18867
20440:10692,698,17,65,709,559,116,14202,119,8276
20441:48,1187,2162,224,17,302,65,709,559,116
20443:31598,790,2935,103,209,7624,17,302,65,709
20456:5767,52199,787,108476,2776,17,302,65,709,559
20463:42678,9,876,938,975,698,17,65,709,559
20465:15,616,364,518,17,302,65,709,559,116
20466:96680,83138,71734,66607,2848,17,65,709,559,116
20473:1352,118103,117001,116924,4389,669,17,65,709,559
20497:1091,6495,226,17,65,709,559,116,14202,119
20498:8,84,101,999,354,500,17,65,709,559
20507:353,322,21393,267,669,17,65,709,559,116
20512:11987,46340,4689,5700,1091,17,65,709,559,116
20520:1131,119950,18258,119649,119618,500,17,65,709,559
20544:6413,17,65,709,559,116,14202,119,8276,18867
20545:37653,1389,1205,736,616,17,302,65,709,559
20546:1405,967,1951,302,518,861,3739,698,17,65
20547:24,67,68,156,226,17,65,709,559,116
20549:28684,97088,91596,106250,97304,17,302,65,709,559
20550:115112,67707,95026,39025,17,302,65,709,559,116
20553:302,361,58,29,254,17,654,65,709,559
20555:109986,109798,106400,106179,1693,17,302,65,709,559
20556:46785,36432,21707,67,947,17,65,709,559,116
20572:54188,736,616,76,116048,698,17,65,709,559
